District,School Name,City,Report Period,Total Cases,Academic Year,Date Updated
Chaplin School District,Carelot Children's Center- Chaplin,Chaplin,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Chaplin School District,Chaplin Elementary School,Chaplin,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Chapman School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Saint Bridget School-Cheshire,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,The Webb School at Cheshire,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Darcey School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Cheshire Quinnipiac University Transition Collaborative,North Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Highland School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Norton School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Doolittle School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Highland School Autism Program,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Humiston Alternative School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,QU College Life,Hamden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Doolittle Bridges Program,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Dodd Middle School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Cheshire High School,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cheshire School District,Cheshire Academy,Cheshire,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Chester School District,Chester Elementary School,Chester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Chester School District,River Valley Sudbury School,Chester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Clinton School District,CRT-Clinton Head Start,Clinton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Clinton School District,Lewin G. Joel Jr. School,Clinton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Clinton School District,Jared Eliot School,Clinton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Clinton School District,The Morgan School,Clinton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Windham School District,"Alternative Services - CT, Inc. - Vocational Program",Windham,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Jack Jackter Intermediate School,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Seabird Enterprises - Cottage Gardens Greenhouse and Bakery,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Castle Preschool,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salem School District,"New Beginnings For Life, LLC",Salem,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,"Alternative Services - CT, Inc. - Mobile Vocational Services",Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Colchester Elementary School,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Bacon Academy Alternative Education,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Community Transition Academy of Colchester,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,William J. Johnston Middle School,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colchester School District,Bacon Academy,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Colebrook School District,Colebrook Consolidated School,Colebrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Columbia School District,Horace W. Porter School,Columbia,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cornwall School District,Cornwall Consolidated School,West Cornwall,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Coventry Academy,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Coventry Early Childhood Center,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Coventry Grammar School,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Hale Early Education Center,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,George Hersey Robertson School,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Capt. Nathan Hale School,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Covenant Academy,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Coventry School District,Coventry High School,Coventry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cromwell School District,Adelbrook-The Learning Center of Cromwell,Cromwell,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cromwell School District,MARC Community Resources - Vocational and Leisure Services,Cromwell,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Cromwell School District,Edna C. Stevens School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Edna C. Stevens School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Edna C. Stevens School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Woodside Intermediate School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Woodside Intermediate School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Cromwell Middle School,Cromwell,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Cromwell School District,Cromwell High School,Cromwell,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,DPS Early Childhood Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Immanuel Lutheran-Danbury,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Northern Fairfield-Laurel Gardens Head Start,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Hayestown Avenue School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Westside Middle School Academy,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Saint Gregory The Great,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Saint Joseph School-Danbury,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,CACD-Action Early Learning Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Mill Ridge Primary School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Saint Peter Sacred Heart SchoolSchool,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Morris Street School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Interfaith Early Learning Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Western Connection,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Salvation Army - Danbury,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Park Avenue School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,New Hope Christian Academy,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,WCSU Child Care Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,South Street School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Hudson Country Montessori,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Great Plain School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Pathways Academy - Danbury,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Shelter Rock School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,CIFC-HSNFC School Readiness,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,King Street Primary School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,CIFC Early Head Start,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Ellsworth Avenue School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Little People Learning Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Pembroke School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Families Network of Western Connecticut - Home Visiting,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Stadley Rough School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Family and Children Aide - Home Visiting,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,King Street Intermediate School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,St. Peter's Early Learning Center,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Western CT Academy of International Studies Elementary Magnet School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Broadview Middle School,Danbury,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Danbury School District,Rogers Park Middle School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Danbury High School,Danbury,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Danbury School District,Danbury High School,Danbury,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Danbury School District,Immaculate High School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Alternative Center For Excellence,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Danbury School District,Wooster School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Darien School District,Hindley Elementary School,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Darien School District,Royle Elementary School,Darien,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Darien School District,Tokeneke Elementary School,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Darien School District,Holmes Elementary School,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Darien School District,Ox Ridge Elementary School,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Darien School District,Middlesex Middle School,Darien,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Darien School District,Darien High School,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Deep River School District,Deep River Elementary School,Deep River,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Essex School District,Connecticut Coastal Academy,Essex,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Little Raiders University,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Saint Mary - Saint Michael,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Derby Daycare Center,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Alternative Education Program,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Parent Child Resource Center - Home Visiting,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Irving School,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Derby Public Schools Pre-School Program [TEAM Early Ed/Head Start],Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,RAISE Academy,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Lower Naugatuck Valley Parent Child Resource Center,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Bradley School,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Derby Middle School,Derby,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Derby School District,Derby High School,Derby,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Durham School District,Rushford Academy,Durham,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Eastford School District,Eastford Elementary School,Eastford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Granby School District,Allgrove School,East Granby,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Granby School District,R. Dudley Seymour School,East Granby,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Granby School District,East Granby Middle School,East Granby,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Granby School District,East Granby High School,East Granby,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Haddam School District,East Haddam Elementary School,Moodus,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haddam School District,Franklin Academy,East Haddam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haddam School District,Nathan Hale-Ray Middle School,Moodus,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haddam School District,Nathan Hale-Ray High School,Moodus,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hampton School District,Memorial School,East Hampton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hampton School District,Center School,East Hampton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hampton School District,East Hampton Middle School,East Hampton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hampton School District,East Hampton High School,East Hampton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hampton School District,The Learning Center at East Hampton,East Hampton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Adelbrook-The Learning Center of East Hartford,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Hockanum Pre-K,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,"MARC, Inc. of Manchester - Project SEARCH",East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Silva's Youth of Today,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,New Testament Baptist School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,YMCA- First Church,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Joseph O. Goodwin School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,YWCA-Early Learning Center,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,YMCA  Larson Center,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Dr. Franklin H. Mayberry School,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,YMCA Child Care Center - Canterbury Street,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,First Choice Health Centers - Home Visiting,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Intercommunity - Home Visiting,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Anna E. Norris School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Dr. Thomas S. O'Connell School,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,Silver Lane School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Robert J. O'Brien School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Governor William Pitkin School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Dr. John A. Langford School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Sunset Ridge Middle School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,East Hartford Middle School,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,Saint Christopher School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,East Hartford High School,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,East Hartford High School,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,Connecticut IB Academy,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Hartford School District,Synergy Alternative Program,East Hartford,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
East Hartford School District,Woodland School,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Deer Run School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Pathways Academy - East Haven,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Momauguin School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Grove J. Tuttle School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Dominick H. Ferrara School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Carbone School/East Haven Academy,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Overbrook Early Learning Center,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,Joseph Melillo Middle School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haven School District,East Haven High School,East Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Lyme School District,Flanders School,East Lyme,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Lyme School District,Carelot Children's Center - East Lyme,East Lyme,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
